acc,genome_url,assembly_report_url,ncbi_tax_name
GCA_900547415.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/547/415/GCA_900547415.1_UMGS983/GCA_900547415.1_UMGS983_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/547/415/GCA_900547415.1_UMGS983/GCA_900547415.1_UMGS983_assembly_report.txt,uncultured Phascolarctobacterium sp.
